2025-08-08 18:37:08,460 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:37:14,710 - __main__ - ERROR - System error: Timed out
2025-08-08 18:37:46,180 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:37:52,897 - __main__ - ERROR - System error: Timed out
2025-08-08 18:39:27,540 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:39:27,540 - __main__ - INFO - System started successfully!
2025-08-08 18:39:27,540 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 18:39:27,540 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 18:39:27,540 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 18:39:29,417 - __main__ - INFO - Found 325 matches for today
2025-08-08 18:39:29,432 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 18:39:34,360 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 18:39:34,360 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 18:39:38,831 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 18:39:43,384 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 18:39:43,384 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 18:39:43,384 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 18:49:57,896 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:49:57,912 - __main__ - INFO - System started successfully!
2025-08-08 18:49:57,912 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 18:49:57,912 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 18:49:57,912 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 18:49:59,352 - __main__ - INFO - Found 325 matches for today
2025-08-08 18:49:59,352 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 18:50:03,548 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 18:50:03,548 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 18:50:07,525 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 18:50:11,743 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 18:50:11,743 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 18:50:11,758 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 18:50:11,758 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 18:51:38,736 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:51:38,736 - __main__ - INFO - System started successfully!
2025-08-08 18:51:38,736 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 18:51:38,736 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 18:51:38,736 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 18:51:40,371 - __main__ - INFO - Found 325 matches for today
2025-08-08 18:51:40,371 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 18:51:44,679 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 18:51:44,681 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 18:51:49,949 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 18:51:54,211 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 18:51:54,211 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 18:51:54,258 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 18:51:54,260 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 18:59:48,573 - __main__ - INFO - Starting Football Betting System...
2025-08-08 18:59:48,573 - __main__ - INFO - System started successfully!
2025-08-08 18:59:48,573 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 18:59:48,573 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 18:59:48,573 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 18:59:50,434 - __main__ - INFO - Found 325 matches for today
2025-08-08 18:59:50,435 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 18:59:55,915 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 18:59:55,915 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 19:00:00,182 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 19:00:05,472 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 19:00:05,472 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 19:00:05,489 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 19:00:05,491 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 21:22:41,647 - __main__ - INFO - Starting Football Betting System...
2025-08-08 21:22:47,873 - __main__ - WARNING - Telegram bot failed to start: Timed out
2025-08-08 21:22:47,873 - __main__ - INFO - Running in demo mode without Telegram bot
2025-08-08 21:22:47,874 - __main__ - INFO - System started successfully!
2025-08-08 21:22:47,875 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 21:22:47,876 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 21:22:47,876 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 21:22:51,006 - __main__ - INFO - Found 325 matches for today
2025-08-08 21:22:51,006 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 21:22:57,060 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 21:22:57,061 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 21:23:06,695 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 21:23:12,616 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 21:23:12,617 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 21:23:12,624 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 21:23:12,627 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 23:20:45,614 - __main__ - INFO - Starting Football Betting System...
2025-08-08 23:20:52,997 - __main__ - WARNING - Telegram bot failed to start: Timed out
2025-08-08 23:20:52,997 - __main__ - INFO - Running in demo mode without Telegram bot
2025-08-08 23:20:52,999 - __main__ - INFO - System started successfully!
2025-08-08 23:20:52,999 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 23:20:53,000 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 23:20:53,000 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 23:20:55,568 - __main__ - INFO - Found 325 matches for today
2025-08-08 23:20:55,568 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 23:21:01,753 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 23:21:01,754 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 23:21:07,219 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 23:21:13,113 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 23:21:13,114 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 23:21:13,117 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 23:21:13,119 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 23:34:47,254 - __main__ - INFO - Starting Football Betting System...
2025-08-08 23:34:47,255 - __main__ - INFO - System started successfully!
2025-08-08 23:34:47,255 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 23:34:47,256 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 23:34:47,257 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 23:34:57,579 - __main__ - INFO - Found 325 matches for today
2025-08-08 23:34:57,595 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 23:35:10,994 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 23:35:10,994 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 23:35:16,922 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 23:35:24,754 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 23:35:24,755 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 23:35:24,797 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 23:35:24,799 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-08 23:47:47,149 - __main__ - INFO - Starting Football Betting System...
2025-08-08 23:47:53,542 - __main__ - WARNING - Telegram bot failed to start: Timed out
2025-08-08 23:47:53,542 - __main__ - INFO - Running in demo mode without Telegram bot
2025-08-08 23:47:53,543 - __main__ - INFO - System started successfully!
2025-08-08 23:47:53,544 - __main__ - INFO - Daily analysis scheduled for 09:00
2025-08-08 23:47:53,544 - __main__ - INFO - Weekly reports scheduled for Sunday 18:00
2025-08-08 23:47:53,544 - __main__ - INFO - Starting daily betting analysis...
2025-08-08 23:47:56,114 - __main__ - INFO - Found 325 matches for today
2025-08-08 23:47:56,114 - __main__ - INFO - Analyzing match 1/3: Estudiantes L.P. vs Independ. Rivadavia
2025-08-08 23:48:00,776 - __main__ - INFO - Found 2 value bets for this match
2025-08-08 23:48:00,776 - __main__ - INFO - Analyzing match 2/3: CRB vs Cruzeiro
2025-08-08 23:48:04,337 - __main__ - INFO - Analyzing match 3/3: Baños Ciudad de Fuego vs Deportivo Cuenca
2025-08-08 23:48:09,824 - __main__ - INFO - Found 1 value bets for this match
2025-08-08 23:48:09,824 - __main__ - INFO - Daily analysis completed. Found 3 value bets
2025-08-08 23:48:09,828 - __main__ - ERROR - Error in daily analysis: 'win_rate'
2025-08-08 23:48:09,830 - __main__ - INFO - Demo mode: System completed initial analysis
2025-08-09 00:24:08,980 - main - INFO - Starting daily betting analysis...
2025-08-09 00:24:11,261 - main - INFO - Found 1165 matches for today
2025-08-09 00:24:11,261 - main - INFO - Analyzing match 1/3: Orense SC vs Universidad Catolica
2025-08-09 00:24:16,271 - main - INFO - Found 1 value bets for this match
2025-08-09 00:24:16,272 - main - INFO - Analyzing match 2/3: Houston Dash W vs North Carolina Courage W
2025-08-09 00:24:20,182 - main - INFO - Found 1 value bets for this match
2025-08-09 00:24:20,182 - main - INFO - Analyzing match 3/3: Minnesota United II vs Swope Park Rangers
2025-08-09 00:24:24,365 - main - INFO - Found 1 value bets for this match
2025-08-09 00:24:24,366 - main - INFO - Daily analysis completed. Found 3 value bets
2025-08-09 00:24:24,374 - main - ERROR - Error in daily analysis: 'win_rate'
2025-08-09 18:18:47,307 - __main__ - INFO - Starting Football Betting System...
2025-08-09 18:19:01,654 - __main__ - WARNING - Telegram bot failed to start: Timed out
2025-08-09 18:19:01,654 - __main__ - INFO - Running in demo mode without Telegram bot
2025-08-09 18:19:01,655 - __main__ - INFO - System started successfully!
